ID,A-coref,B-coref
development-1664,True,False
development-1665,False,True
development-1666,True,False
development-1667,True,False
development-1668,True,False
development-1669,False,True
development-1670,True,False
development-1671,True,False
development-1672,False,True
development-1673,True,False
development-1674,False,True
development-1675,False,True
development-1676,True,False
development-1677,False,True
development-1678,True,False
development-1679,True,False
development-1680,True,False
development-1681,True,False
development-1682,False,True
development-1683,False,False
development-1684,False,True
development-1685,True,False
development-1686,False,True
development-1687,False,True
development-1688,True,False
development-1689,False,True
development-1690,True,False
development-1691,False,True
development-1692,True,False
development-1693,False,True
development-1694,True,False
development-1695,False,False
development-1696,False,True
development-1697,False,True
development-1698,False,True
development-1699,False,True
development-1700,False,True
development-1701,False,True
development-1702,False,True
development-1703,False,False
development-1704,False,False
development-1705,True,False
development-1706,True,False
development-1707,False,True
development-1708,False,True
development-1709,False,True
development-1710,True,False
development-1711,True,False
development-1712,False,True
development-1713,True,False
development-1714,False,True
development-1715,True,False
development-1716,True,False
development-1717,False,True
development-1718,False,True
development-1719,True,False
development-1720,False,True
development-1721,False,True
development-1722,True,False
development-1723,True,False
development-1724,False,True
development-1725,False,True
development-1726,False,True
development-1727,True,False
development-1728,False,True
development-1729,False,True
development-1730,False,False
development-1731,True,False
development-1732,True,False
development-1733,False,True
development-1734,True,False
development-1735,True,False
development-1736,True,False
development-1737,True,False
development-1738,False,True
development-1739,True,False
development-1740,False,True
development-1741,True,False
development-1742,False,True
development-1743,True,False
development-1744,False,True
development-1745,False,False
development-1746,True,False
development-1747,False,False
development-1748,False,True
development-1749,False,True
development-1750,True,False
development-1751,False,False
development-1752,True,False
development-1753,False,False
development-1754,False,False
development-1755,True,False
development-1756,False,False
development-1757,True,False
development-1758,False,True
development-1759,True,False
development-1760,False,True
development-1761,True,False
development-1762,False,True
development-1763,False,True
development-1764,True,False
development-1765,True,False
development-1766,True,False
development-1767,False,True
development-1768,True,False
development-1769,True,False
development-1770,False,True
development-1771,True,False
development-1772,False,True
development-1773,True,False
development-1774,True,False
development-1775,True,False
development-1776,False,True
development-1777,False,False
development-1778,True,False
development-1779,False,True
development-1780,True,False
development-1781,True,False
development-1782,False,True
development-1783,False,True
development-1784,False,True
development-1785,False,True
development-1786,False,True
development-1787,False,True
development-1788,True,False
development-1789,True,False
development-1790,True,False
development-1791,False,True
development-1792,False,True
development-1793,False,True
development-1794,False,True
development-1795,False,True
development-1796,False,True
development-1797,True,False
development-1798,False,True
development-1799,False,True
development-1800,True,False
development-1801,False,True
development-1802,False,True
development-1803,False,True
development-1804,False,True
development-1805,True,False
development-1806,False,True
development-1807,True,False
development-1808,True,False
development-1809,True,False
development-1810,False,True
development-1811,False,False
development-1812,False,True
development-1813,True,False
development-1814,False,True
development-1815,True,False
development-1816,False,True
development-1817,False,True
development-1818,False,True
development-1819,False,False
development-1820,True,False
development-1821,False,True
development-1822,True,False
development-1823,False,True
development-1824,True,False
development-1825,False,True
development-1826,True,False
development-1827,True,False
development-1828,False,True
development-1829,False,False
development-1830,False,True
development-1831,True,False
development-1832,True,False
development-1833,False,True
development-1834,False,True
development-1835,False,True
development-1836,True,False
development-1837,False,False
development-1838,True,False
development-1839,True,False
development-1840,True,False
development-1841,False,False
development-1842,True,False
development-1843,False,True
development-1844,False,True
development-1845,False,True
development-1846,False,True
development-1847,True,False
development-1848,False,True
development-1849,True,False
development-1850,True,False
development-1851,True,False
development-1852,False,True
development-1853,False,True
development-1854,False,True
development-1855,False,True
development-1856,False,True
development-1857,False,False
development-1858,True,False
development-1859,False,True
development-1860,True,False
development-1861,True,False
development-1862,True,False
development-1863,False,False
development-1864,True,False
development-1865,True,False
development-1866,False,True
development-1867,False,True
development-1868,False,True
development-1869,True,False
development-1870,False,False
development-1871,True,False
development-1872,True,False
development-1873,False,True
development-1874,False,True
development-1875,True,False
development-1876,True,False
development-1877,True,False
development-1878,True,False
development-1879,True,False
development-1880,False,True
development-1881,True,False
development-1882,False,True
development-1883,False,True
development-1884,True,False
development-1885,True,False
development-1886,True,False
development-1887,False,True
development-1888,True,False
development-1889,True,False
development-1890,False,True
development-1891,True,False
development-1892,True,False
development-1893,False,True
development-1894,False,True
development-1895,False,True
development-1896,True,False
development-1897,False,True
development-1898,True,False
development-1899,False,True
development-1900,False,True
development-1901,False,True
development-1902,False,True
development-1903,False,True
development-1904,True,False
development-1905,True,False
development-1906,False,True
development-1907,False,True
development-1908,True,False
development-1909,True,False
development-1910,False,True
development-1911,True,False
development-1912,False,False
development-1913,True,False
development-1914,False,True
development-1915,True,False
development-1916,False,True
development-1917,True,False
development-1918,True,False
development-1919,False,True
development-1920,False,False
development-1921,True,False
development-1922,False,False
development-1923,False,True
development-1924,True,False
development-1925,False,True
development-1926,False,False
development-1927,True,False
development-1928,True,False
development-1929,False,True
development-1930,True,False
development-1931,True,False
development-1932,False,False
development-1933,True,False
development-1934,False,True
development-1935,True,False
development-1936,False,True
development-1937,False,True
development-1938,False,False
development-1939,False,True
development-1940,False,True
development-1941,False,True
development-1942,False,True
development-1943,False,True
development-1944,False,True
development-1945,False,True
development-1946,False,True
development-1947,False,True
development-1948,False,True
development-1949,False,False
development-1950,False,False
development-1951,False,True
development-1952,False,False
development-1953,False,True
development-1954,False,True
development-1955,False,True
development-1956,False,True
development-1957,False,True
development-1958,True,False
development-1959,False,True
development-1960,False,True
development-1961,True,False
development-1962,False,False
development-1963,False,True
development-1964,False,True
development-1965,True,False
development-1966,False,True
development-1967,True,False
development-1968,True,False
development-1969,True,False
development-1970,True,False
development-1971,False,True
development-1972,True,False
development-1973,False,True
development-1974,False,True
development-1975,False,True
development-1976,True,False
development-1977,False,True
development-1978,False,True
development-1979,True,False
development-1980,True,False
development-1981,True,False
development-1982,False,True
development-1983,True,False
development-1984,False,False
development-1985,True,False
development-1986,False,False
development-1987,False,False
development-1988,True,False
development-1989,True,False
development-1990,True,False
development-1991,False,False
development-1992,False,True
development-1993,True,False
development-1994,True,False
development-1995,False,True
development-1996,False,True
development-1997,False,True
development-1998,True,False
development-1999,True,False
development-2000,False,True
